listing_id,brand,model,year,price_inr,transmission,mileage_km,fuel_type,city,car_age,mileage_per_year,price_per_km,price_vs_model_median_pct,source_url,condition_grade,days_on_market,recon_cost_est,acquisition_cost,holding_cost_per_day,expected_resale_price
DW-006046,Kia,Seltos,2023,1100000.0,Automatic,40000.0,Diesel,Ludhiana,4,10000.0,27.5,0.0,https://www.cardekho.com/used-car-details/used-Kia-seltos-hte-diesel-imt-cars-Ludhiana_42b079c9-0bfa-4db6-abdd-33554d6037ad.htm,Good,36,9000,809678.0,1781.29,1100000.0
DW-005170,Jeep,Compass,2017,679999.0,Manual,90000.0,Diesel,Surat,10,9000.0,7.56,-30.3,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-longitude-bsiv-cars-Surat_51ba1298-0ab5-4ba0-b8ed-0e06e79edea5.htm,Fair,30,22000,512020.0,1126.44,679999.0
DW-009604,Renault,KWID,2019,217139.0,Manual,44944.0,Petrol,New Delhi,8,5618.0,4.83,-16.5,https://www.cardekho.com/used-car-details/used-Renault-kwid-rxl-cars-New-Delhi_3825e68d-bc02-4be0-b54e-35ff44632232.htm,Good,18,9000,152437.0,335.36,217139.0
DW-005152,Nissan,Magnite,2023,500000.0,Manual,50000.0,Petrol,Surat,4,12500.0,10.0,-9.1,https://www.cardekho.com/used-car-details/used-Nissan-magnite-xe-cars-Surat_3715b42c-a4b5-4752-89b4-f5835ae4aa47.htm,Good,27,9000,382571.0,841.66,500000.0
DW-002590,Tata,Punch,2023,656000.0,Manual,7000.0,Petrol,Kolkata,4,1750.0,93.71,7.5,https://www.cardekho.com/used-car-details/used-Tata-punch-adventure-rhythm-bsvi-cars-Kolkata_390b6d72-6134-4ce7-bb07-311dbc24516f.htm?adId=32630&adType=41,Excellent,16,3000,517391.0,1138.26,656000.0
DW-004065,Audi,Q3,2013,685000.0,Automatic,128000.0,Diesel,Chandigarh,14,9143.0,5.35,-52.3,https://www.cardekho.com/used-car-details/used-Audi-q3-20-tdi-cars-Chandigarh_ec99982f-4424-46dd-8576-9cdff96474f1.htm,Fair,41,22000,520212.0,1144.47,685000.0
DW-003379,Renault,Duster,2020,656470.0,Automatic,60675.0,Petrol,Jaipur,7,8668.0,10.82,68.3,https://www.cardekho.com/used-car-details/used-Renault-duster-petrol-rxs-cvt-cars-Jaipur_1df3d0c2-5a9b-4a32-a9a1-beea65f3cac5.htm,Good,86,9000,511930.0,1126.25,656470.0
DW-006830,Honda,WR-V,2017,500000.0,Manual,150000.0,Diesel,Rajkot,10,15000.0,3.33,-11.7,https://www.cardekho.com/used-car-details/used-Honda-wr-v-i-dtec-vx-cars-Rajkot_c98d80f4-0bc9-433b-9440-623c646824d1.htm,Fair,67,22000,338131.0,743.89,500000.0
DW-001792,Mercedes-Benz,GLC,2021,4095000.0,Automatic,59800.0,Diesel,Hyderabad,6,9967.0,68.48,-6.9,https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-220d-4matic-cars-Hyderabad_a7e15a90-fb2f-47f1-bec4-95bd45d855f6.htm,Good,30,9000,3283507.0,7223.72,4095000.0
DW-005397,Jeep,Compass,2017,850000.0,Manual,90000.0,Diesel,Nagpur,10,9000.0,9.44,-12.8,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-cars-Nagpur_daa36b08-b601-4ebf-8436-c2353de54c53.htm,Fair,44,22000,659031.0,1449.87,850000.0
DW-004984,Honda,Jazz,2017,341936.0,Manual,60277.0,Petrol,Surat,10,6028.0,5.67,-19.5,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-s-i-vtec-cars-Surat_e034b7fe-1224-4c82-8af4-32db3b2c4a9c.htm,Fair,30,22000,252365.0,555.2,341936.0
DW-005472,Mahindra,Scorpio,2019,950000.0,Manual,160000.0,Diesel,Patna,8,20000.0,5.94,-2.1,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-s9-bsiv-cars-Patna_18ffc24b-d516-400d-a5b1-e1cc972bb7c5.htm?adId=31150&adType=41,Fair,78,22000,653555.0,1437.82,950000.0
DW-003835,Maruti Suzuki,Swift,2023,1300896.0,Manual,46128.0,CNG,Chandigarh,4,11532.0,28.2,178.9,https://www.cardekho.com/used-car-details/used-Maruti-swift-zxi-cng-cars-Chandigarh_70fbf088-b29f-45e0-b80c-091228f271b5.htm,Good,84,9000,988821.0,2175.41,1300896.0
DW-005181,Volvo,XC90,2013,700000.0,Manual,120000.0,Diesel,Surat,14,8571.0,5.83,-82.1,https://www.cardekho.com/used-car-details/used-Volvo-xc90-d5-awd-cars-Surat_a6d765ea-fd2f-4e14-af5d-19a57d71b0c9.htm,Fair,39,22000,510949.0,1124.09,700000.0
DW-000451,Volkswagen,CrossPolo,2013,240000.0,Manual,91262.0,Diesel,Chennai,14,6519.0,2.63,-5.9,https://www.cardekho.com/used-cars+in+chennai?pageNo=1,Fair,47,22000,149122.0,328.07,240000.0
DW-001596,Tata,Safari Storme,2014,460000.0,Manual,80000.0,Diesel,Hyderabad,13,6154.0,5.75,-4.2,https://www.cardekho.com/used-car-details/used-Tata-safari-storme-ex-cars-Hyderabad_f16f78d5-20cc-4e0e-8747-93462944c8df.htm,Fair,39,22000,315343.0,693.75,460000.0
DW-001852,Jeep,Meridian,2023,2800000.0,Automatic,50000.0,Diesel,Hyderabad,4,12500.0,56.0,14.4,https://www.cardekho.com/used-car-details/used-Jeep-meridian-limited-opt-at-bsvi-cars-Hyderabad_c5f75bfb-6017-43d9-83c9-5a6e65e8a223.htm?adId=34397&adType=41,Good,48,9000,2136204.0,4699.65,2800000.0
DW-004853,MG,Hector,2023,1500000.0,Automatic,20980.0,Petrol,Indore,4,5245.0,71.5,31.5,https://www.cardekho.com/used-car-details/used-Mg-hector-15-turbo-sharp-pro-cvt-bsvi-cars-Indore_95abbbdb-6301-4bc5-bd37-f91ba18ca6f1.htm,Excellent,48,3000,1214154.0,2671.14,1500000.0
DW-001454,Audi,Q7,2016,2875000.0,Automatic,87000.0,Diesel,Bangalore,11,7909.0,33.05,1.1,https://www.cardekho.com/used-car-details/used-Audi-q7-45-tdi-quattro-premium-plus-cars-Bangalore_a3489b7d-b746-47d9-927b-44327eaab253.htm,Fair,63,22000,2092733.0,4604.01,2875000.0
DW-001480,MG,Hector,2021,1276976.0,Automatic,58156.0,Petrol,Bangalore,6,9693.0,21.96,11.9,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-cvt-cars-Bangalore_943683f5-baf4-438b-b8ef-02d112c0bbfe.htm,Good,57,9000,1043819.0,2296.4,1276976.0
DW-004443,Jeep,Meridian,2022,2690000.0,Automatic,39456.0,Diesel,Coimbatore,5,7891.0,68.18,9.9,https://www.cardekho.com/used-car-details/used-Jeep-meridian-limited-opt-at-bsvi-cars-Coimbatore_4e59c665-b95d-4e99-aca8-eb9a5f5c0237.htm,Good,41,9000,2094230.0,4607.31,2690000.0
DW-005457,Tata,Nexon,2022,750000.0,Manual,66000.0,Petrol,Patna,5,13200.0,11.36,6.2,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-2020-2022-cars-Patna_a3440d73-a553-49ee-a838-27c7bbb025f3.htm?adId=30320&adType=41,Good,42,9000,601547.0,1323.4,750000.0
DW-006174,Hyundai,Venue,2023,780000.0,Manual,10000.0,Petrol,Agra,4,2500.0,78.0,9.7,https://www.cardekho.com/used-car-details/used-Hyundai-venue-s-2023-2025-cars-Agra_b878df4a-6f6a-476d-b45a-ca43ca3ef7d9.htm?adId=33707&adType=41,Excellent,20,3000,598289.0,1316.24,780000.0
DW-008488,Renault,KWID,2016,198474.0,Manual,42347.0,Petrol,Karnal,11,3850.0,4.69,-23.7,https://www.cardekho.com/used-car-details/used-Renault-kwid-rxl-cars-Karnal_f49f4d56-1979-44c9-af81-473ca3be4033.htm,Fair,20,22000,131793.0,289.94,198474.0
DW-009291,Renault,Duster,2016,350000.0,Manual,160000.0,Diesel,Jodhpur,11,14545.0,2.19,-10.3,https://www.cardekho.com/used-car-details/used-Renault-duster-110ps-diesel-rxz-plus-cars-Jodhpur_afb57220-cd1a-40ab-95fd-d4ceead9621c.htm,Fair,72,22000,255535.0,562.18,350000.0
DW-007613,Mahindra,XUV700,2021,1425023.0,Automatic,68627.0,Petrol,Gurgaon,6,11438.0,20.76,-18.6,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-at-luxury-pack-bsvi-cars-Gurgaon_838d976e-95e2-4810-adf2-74f4d7b72c84.htm,Good,30,9000,1186873.0,2611.12,1425023.0
DW-008483,Renault,Duster,2012,225000.0,Manual,100000.0,Diesel,Dehradun,15,6667.0,2.25,-42.3,https://www.cardekho.com/used-car-details/used-Renault-duster-110ps-diesel-rxz-cars-Dehradun_e1a16b4d-baf4-465c-8afe-6a00ef5bd814.htm,Fair,21,22000,152099.0,334.62,225000.0
DW-005582,Maruti Suzuki,Alto K10,2024,465760.0,Manual,7381.0,Petrol,Bhopal,3,2460.0,63.1,69.4,https://www.cardekho.com/used-car-details/used-Maruti-alto-k10-vxi-plus-o-cars-Bhopal_8add254f-e15c-4fe7-8c1d-7eb0fd4222fa.htm,Excellent,72,3000,359966.0,791.93,465760.0
DW-008628,Honda,Amaze,2016,327579.0,Manual,65040.0,Petrol,Mangalore,11,5913.0,5.04,-27.2,https://www.cardekho.com/used-car-details/used-Honda-amaze-v-cars-Mangalore_68368320-2800-4592-a02b-b62a1d2a74a9.htm,Fair,22,22000,236886.0,521.15,327579.0
DW-003106,Mercedes-Benz,GLA,2023,3750000.0,Automatic,54000.0,Diesel,Ahmedabad,4,13500.0,69.44,-0.7,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gla-200d-4matic-cars-Ahmedabad_a7970a5c-4cc0-4710-a3ef-25e7ce93833c.htm,Good,29,9000,3030852.0,6667.87,3750000.0
DW-008333,Nissan,Magnite,2023,646139.0,Automatic,29280.0,Petrol,Ghaziabad,4,7320.0,22.07,17.5,https://www.cardekho.com/used-car-details/used-Nissan-magnite-turbo-cvt-xv-premium-cars-Ghaziabad_fe595184-7cbd-4db9-99d5-8836116d04f2.htm,Excellent,38,3000,456261.0,1003.77,646139.0
DW-006631,Ford,Endeavour,2018,2400000.0,Automatic,110410.0,Diesel,Nashik,9,12268.0,21.74,20.0,https://www.cardekho.com/used-car-details/used-Ford-endeavour-22-titanium-at-4x2-cars-Nashik_76c57f72-3bc5-48a9-a1d2-2780f4b78978.htm,Fair,77,22000,1843647.0,4056.02,2400000.0
DW-005765,Maruti Suzuki,Alto 800,2019,235176.0,Manual,27434.0,Petrol,Vadodara,8,3429.0,8.57,-5.9,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-lxi-cars-Vadodara_df2b7c13-be1d-4d48-807e-3107a68ba62c.htm,Good,22,9000,172612.0,379.75,235176.0
DW-003617,Toyota,Innova Hycross,2025,2949999.0,Automatic,68377.0,Petrol,Lucknow,2,34188.0,43.14,-6.2,https://www.cardekho.com/used-car-details/used-Toyota-innova-hycross-vx-7str-hybrid-cars-Lucknow_ab9c8b0b-14d4-489b-8619-d5d0bd314d8a.htm,Poor,36,45000,2427845.0,5341.26,2949999.0
DW-006568,Volkswagen,Ameo,2019,585000.0,Manual,107000.0,Diesel,Nashik,8,13375.0,5.47,51.2,https://www.cardekho.com/used-car-details/used-Volkswagen-ameo-15-tdi-highline-plus-cars-Nashik_5773f9aa-c928-44b2-8174-d0fe864baa44.htm,Good,98,9000,443805.0,976.37,585000.0
DW-007294,Skoda,Rapid,2015,545000.0,Automatic,75000.0,Diesel,Pune,12,6250.0,7.27,11.2,https://www.cardekho.com/used-car-details/used-Skoda-rapid-15-tdi-at-ambition-cars-Pune_6c94fc99-c784-42d5-be47-a5aaa9405ea5.htm,Fair,52,22000,397785.0,875.13,545000.0
DW-004368,BMW,X5,2019,4900000.0,Automatic,40000.0,Diesel,Coimbatore,8,5000.0,122.5,53.1,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-xline-cars-Coimbatore_ce48b43a-1ac7-4ccd-80c7-c25d3af5d0db.htm,Good,74,9000,4128217.0,9082.08,4900000.0
DW-004635,Tata,Nexon,2015,252140.0,Automatic,93893.0,Diesel,Indore,12,7824.0,2.69,-64.3,https://www.cardekho.com/used-car-details/used-Tata-nexon-xma-plus-s-amt-diesel-cars-Indore_2ede1e77-8618-4df7-a3e0-7ddde03d57c7.htm,Fair,37,22000,171539.0,377.39,252140.0
DW-009973,Volkswagen,Virtus,2024,1150000.0,Automatic,13013.0,Petrol,New Delhi,3,4338.0,88.37,-3.4,https://www.cardekho.com/used-car-details/used-Volkswagen-virtus-highline-at-cars-New-Delhi_798f16be-4b9e-46e3-90ae-593bfef5f1cc.htm,Excellent,3,3000,833203.0,1833.05,1150000.0
DW-006177,Maruti Suzuki,XL6,2023,916579.0,Manual,56352.0,Petrol,Agra,4,14088.0,16.27,1.1,https://www.cardekho.com/used-car-details/used-Maruti-xl6-zeta-cars-Agra_b249dc4a-6829-41ed-ab4d-52b73ffe23a2.htm,Good,37,9000,662428.0,1457.34,916579.0
DW-010065,Ford,Endeavour,2021,2275000.0,Automatic,112085.0,Diesel,New Delhi,6,18681.0,20.3,13.8,https://www.cardekho.com/used-car-details/used-Ford-endeavour-titanium-plus-4x4-at-cars-New-Delhi_a65b46b6-bf73-42d1-8682-36a51bdf65eb.htm,Fair,72,22000,1602983.0,3526.56,2275000.0
DW-001196,Maruti Suzuki,Alto 800,2016,282000.0,Manual,77999.0,Petrol,Bangalore,11,7091.0,3.62,12.8,https://www.cardekho.com/used-car-details/used-Maruti-alto-800-vxi-cars-Bangalore_f097d5e0-9593-4d90-b28d-5b1e20af8c12.htm,Fair,58,22000,175424.0,385.93,282000.0
DW-008366,Mahindra,XUV500,2018,790000.0,Automatic,96000.0,Diesel,Dehradun,9,10667.0,8.23,17.0,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-at-w10-fwd-cars-Dehradun_8866f711-e9a9-4045-9b3e-40c9c0df0875.htm,Fair,65,22000,582186.0,1280.81,790000.0
DW-010202,Maruti Suzuki,Swift,2018,525000.0,Automatic,61000.0,Petrol,Mumbai,9,6778.0,8.61,12.5,https://www.cardekho.com/used-car-details/used-Maruti-swift-amt-vxi-bsiv-cars-Mumbai_abd9236d-c5dc-48c5-96e5-6966253fe274.htm,Fair,39,22000,406078.0,893.37,525000.0
DW-000933,Toyota,Fortuner,2023,2990000.0,Manual,39000.0,Diesel,Mumbai,4,9750.0,76.67,22.0,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-4x2-diesel-cars-Mumbai_9f48c7f6-a479-49c9-b0bc-7a7e1a617bf2.htm,Good,50,9000,2412960.0,5308.51,2990000.0
DW-002603,Mahindra,Scorpio N,2025,1849111.0,Manual,35000.0,Diesel,Kolkata,2,17500.0,52.83,-0.0,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-n-z8-diesel-cars-Kolkata_13c5c416-49ff-444f-bcb0-b0a43738f38f.htm,Fair,39,22000,1281295.0,2818.85,1849111.0
DW-010190,Audi,A6,2020,2700000.0,Automatic,90000.0,Petrol,New Delhi,7,12857.0,30.0,71.4,https://www.cardekho.com/used-car-details/used-Audi-a6-45-tfsi-technology-wo-matrix-bsvi-cars-New-Delhi_9bc2039e-fe1b-4334-bfa2-21a93e409180.htm,Good,90,9000,2111843.0,4646.05,2700000.0
DW-006496,Mahindra,XUV500,2011,575000.0,Manual,80428.0,Diesel,Nashik,16,5027.0,7.15,-14.8,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w8-fwd-cars-Nashik_75f5c811-e9ac-4e83-bdf8-e830cdea385c.htm,Fair,41,22000,393807.0,866.38,575000.0
DW-005146,Nissan,Magnite,2022,601500.0,Automatic,44865.0,Petrol,Surat,5,8973.0,13.41,9.3,https://www.cardekho.com/buy-used-car-details/used-Nissan-magnite-turbo-cvt-xv-bsvi-cars-Surat_8c2eff15-dd2e-4c9c-9d7a-292603301a62.htm,Good,38,9000,496959.0,1093.31,601500.0
DW-007838,Volvo,S60,2021,2674999.0,Automatic,26000.0,Petrol,New Delhi,6,4333.0,102.88,105.7,https://www.cardekho.com/used-car-details/used-Volvo-s60-t4-inscription-cars-New-Delhi_53548107-aa35-42ba-bf16-1aa629baa9c0.htm,Good,73,9000,1930654.0,4247.44,2674999.0
DW-002013,Kia,Seltos,2024,1850000.0,Automatic,20000.0,Diesel,Chennai,3,6667.0,92.5,68.2,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-plus-diesel-at-cars-Chennai_5e74f970-a0a2-4806-836e-e956d7405642.htm,Excellent,65,3000,1465892.0,3224.96,1850000.0
DW-005028,Renault,Kiger,2022,526224.0,Manual,70364.0,Petrol,Surat,5,14073.0,7.48,-1.1,https://www.cardekho.com/used-car-details/used-Renault-kiger-rxz-cars-Surat_9b382735-3999-4243-8bd8-272f926842ad.htm,Good,40,9000,385108.0,847.24,526224.0
DW-007179,Tata,Nexon,2025,1400000.0,Automatic,10000.0,Petrol,Aurangabad,2,5000.0,140.0,98.2,https://www.cardekho.com/used-car-details/used-Tata-nexon-fearless-plus-a-ps-dark-dca-cars-Aurangabad_7116fb24-8869-403b-b9c3-04d077ecb041.htm?adId=29458&adType=41,Excellent,75,3000,1111728.0,2445.8,1400000.0
DW-004982,Honda,City,2021,950000.0,Automatic,80218.0,Petrol,Surat,6,13370.0,11.84,61.0,https://www.cardekho.com/used-car-details/used-Honda-city-v-cvt-cars-Surat_3e763076-4d21-4cec-9678-1a1ced4784b7.htm,Good,99,9000,714747.0,1572.44,950000.0
DW-008828,MG,Hector,2020,1050000.0,Manual,120000.0,Diesel,Srikakulam,7,17143.0,8.75,-8.0,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-diesel-mt-cars-Srikakulam_9f80e9fc-09d2-4fab-9071-bc0506d7b239.htm,Fair,67,22000,832644.0,1831.82,1050000.0
DW-004555,Volkswagen,Vento,2018,790000.0,Automatic,105494.0,Diesel,Coimbatore,9,11722.0,7.49,90.4,https://www.cardekho.com/used-car-details/used-Volkswagen-vento-15-tdi-highline-at-cars-Coimbatore_411a4e72-2c93-4674-b6f5-985c1467c561.htm,Fair,112,22000,558335.0,1228.34,790000.0
DW-004522,Mahindra,Thar,2022,1460000.0,Automatic,80000.0,Diesel,Coimbatore,5,16000.0,18.25,20.8,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-diesel-at-bsvi-cars-Coimbatore_7d620a99-81bc-40b8-b484-be3bae46527e.htm,Fair,66,22000,1198368.0,2636.41,1460000.0
DW-003003,Kia,Sonet,2023,990000.0,Automatic,52000.0,Petrol,Ahmedabad,4,13000.0,19.04,13.5,https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-dct-bsvi-cars-Ahmedabad_1529f25c-f2b6-46d5-a702-54e2115bee43.htm,Good,57,9000,758281.0,1668.22,990000.0
DW-007316,BMW,X5,2022,6375000.0,Automatic,51500.0,Diesel,Mumbai,5,10300.0,123.79,99.2,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-xline-cars-Mumbai_2657d7d3-0459-480b-a738-3313314d70ca.htm,Good,86,9000,5176514.0,11388.33,6375000.0
DW-002378,Renault,KWID,2020,339000.0,Manual,83000.0,Petrol,Pune,7,11857.0,4.08,30.4,https://www.cardekho.com/used-car-details/used-Renault-kwid-10-rxt-opt-bsiv-cars-Pune_8f756f4d-ed5f-48d7-aa6c-665cbcf284a2.htm,Good,77,9000,271509.0,597.32,339000.0
DW-005936,MG,Hector,2023,1150000.0,Manual,23000.0,Petrol,Ludhiana,4,5750.0,50.0,0.8,https://www.cardekho.com/used-car-details/used-Mg-hector-shine-mt-cars-Ludhiana_6396fae5-388e-4b83-b687-8d7e6eef1b8a.htm?adId=34338&adType=41,Excellent,23,3000,974298.0,2143.46,1150000.0
DW-007052,Honda,Amaze,2020,450000.0,Manual,120000.0,Petrol,Allahabad,7,17143.0,3.75,0.0,https://www.cardekho.com/used-car-details/used-Honda-amaze-s-petrol-bsiv-cars-Allahabad_e1204fe6-97cf-4dec-93e1-029675d2a079.htm,Fair,63,22000,308116.0,677.86,450000.0
DW-005683,Volkswagen,Polo,2010,250000.0,Manual,120000.0,Petrol,Bhopal,17,7059.0,2.08,-36.7,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-petrol-comfortline-12l-cars-Bhopal_f8b2e34c-be86-4feb-9f88-a198ec4e5786.htm,Fair,35,22000,163758.0,360.27,250000.0
DW-006500,Mahindra,TUV 300,2017,675000.0,Manual,70000.0,Diesel,Nashik,10,7000.0,9.64,28.9,https://www.cardekho.com/used-car-details/used-Mahindra-tuv-300-t8-cars-Nashik_a8f805d1-f2fa-47c7-add0-2af59098f825.htm,Fair,72,22000,475856.0,1046.88,675000.0
DW-001499,Nissan,Micra,2011,225000.0,Manual,120122.0,Petrol,Bangalore,16,7508.0,1.87,-21.1,https://www.cardekho.com/used-car-details/used-Nissan-micra-xl-cars-Bangalore_febbc59b-ef44-4d10-8d87-53e997883c75.htm,Fair,39,22000,144372.0,317.62,225000.0
DW-000108,Audi,A4,2015,1675000.0,Automatic,35500.0,Diesel,Hyderabad,12,2958.0,47.18,-0.2,https://www.cardekho.com/used-cars+in+hyderabad?pageNo=1,Fair,34,22000,1296839.0,2853.05,1675000.0
DW-008350,Volvo,XC90,2016,2500000.0,Automatic,160000.0,Diesel,Ghaziabad,11,14545.0,15.62,-35.9,https://www.cardekho.com/used-car-details/used-Volvo-xc90-d5-momentum-bsiv-cars-Ghaziabad_4967c901-bfdc-4c43-bb28-8a4059eeaeb9.htm,Fair,54,22000,2100571.0,4621.26,2500000.0
DW-010274,Maruti Suzuki,Brezza,2023,1100000.0,Manual,35000.0,CNG,Vashi,4,8750.0,31.43,22.6,https://www.cardekho.com/used-car-details/used-Maruti-brezza-zxi-cng-cars-Vashi_b4edfb83-543f-45eb-872b-d384dc8ac3c2.htm,Excellent,54,3000,930396.0,2046.87,1100000.0
DW-006852,Kia,Seltos,2021,1125000.0,Manual,94000.0,Diesel,Rajkot,6,15667.0,11.97,2.3,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-plus-d-cars-Rajkot_10a2b494-3b27-42cf-834d-0462d1b58514.htm,Fair,59,22000,854393.0,1879.66,1125000.0
DW-004129,Jeep,Compass,2018,815000.0,Automatic,40000.0,Petrol,Mohali,9,4444.0,20.38,-16.4,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-option-cars-Mohali_1b33efaa-af17-403b-9215-0a1e6f831f7e.htm,Fair,29,22000,626621.0,1378.57,815000.0
DW-006921,Audi,Q3,2017,1100000.0,Automatic,122000.0,Diesel,Jamnagar,10,12200.0,9.02,-23.5,https://www.cardekho.com/used-car-details/used-Audi-q3-35-tdi-quattro-premium-cars-Jamnagar_7ac1588b-6114-47bc-8f09-c2b21c29a278.htm,Fair,49,22000,889895.0,1957.77,1100000.0
DW-008882,Hyundai,i20,2013,200000.0,Manual,150000.0,Diesel,Guwahati,14,10714.0,1.33,-57.1,https://www.cardekho.com/used-car-details/used-Hyundai-i20-sportz-14-crdi-cars-Guwahati_5ea759ef-ab1a-451d-b912-2b15265208b6.htm,Fair,42,22000,145988.0,321.17,200000.0
DW-009646,Hyundai,Verna,2018,595000.0,Manual,84000.0,Petrol,New Delhi,9,9333.0,7.08,-9.6,https://www.cardekho.com/used-car-details/used-Hyundai-verna-vtvt-16-sx-cars-New-Delhi_a78aecb5-e3ce-4f2f-847c-a6e5277b5b73.htm,Fair,41,22000,412695.0,907.93,595000.0
DW-005886,Ford,Aspire,2017,650000.0,Manual,170108.0,Diesel,Vadodara,10,17011.0,3.82,80.6,https://www.cardekho.com/buy-used-car-details/used-Ford-aspire-15-tdci-ambiente-cars-Vadodara_471a0512-aa5a-44b9-be66-8f727df79601.htm,Fair,124,22000,484533.0,1065.97,650000.0
DW-001607,Mahindra,XUV700,2022,1463783.0,Manual,25871.0,Petrol,Hyderabad,5,5174.0,56.58,-16.4,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax5-5str-cars-Hyderabad_7993eb31-9ec1-4e84-8146-57d59e85b530.htm,Good,9,9000,1198512.0,2636.73,1463783.0
DW-002237,Maruti Suzuki,Dzire,2014,351236.0,Manual,59143.0,Petrol,Pune,13,4549.0,5.94,-42.8,https://www.cardekho.com/used-car-details/used-Maruti-dzire-vxi-cars-Pune_1ac06ad4-b314-4b63-9750-85e0acb38505.htm,Fair,24,22000,239840.0,527.65,351236.0
DW-005435,Hyundai,Venue,2021,617314.0,Manual,85266.0,Petrol,Patna,6,14211.0,7.24,-13.2,https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-turbo-cars-Patna_855e21e9-1844-4b72-b083-96eb81a36278.htm,Good,42,9000,463845.0,1020.46,617314.0
DW-009776,Mahindra,Scorpio,2022,1400000.0,Manual,89036.0,Diesel,New Delhi,5,17807.0,15.72,44.3,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-s-11-bsvi-cars-New-Delhi_213bc6c2-d419-482a-9fe7-30ed21698597.htm,Fair,82,22000,1164980.0,2562.96,1400000.0
DW-006700,Nissan,Sunny,2012,265000.0,Manual,145000.0,Diesel,Nashik,15,9667.0,1.83,-3.6,https://www.cardekho.com/used-car-details/used-Nissan-sunny-diesel-xv-cars-Nashik_be793e8b-a9bd-451f-9e47-73ba97922aa6.htm,Fair,64,22000,202656.0,445.84,265000.0
DW-009624,Hyundai,Creta,2018,685000.0,Automatic,76000.0,Petrol,New Delhi,9,8444.0,9.01,-19.4,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-sx-automatic-cars-New-Delhi_8b37508c-3842-4c33-b026-b54dbfd1ff2d.htm,Fair,30,22000,550602.0,1211.32,685000.0
DW-008216,Honda,City,2018,695000.0,Automatic,68000.0,Petrol,New Delhi,9,7556.0,10.22,17.8,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-vx-cars-New-Delhi_c63b59ae-2e64-4f88-b786-da59a8240569.htm?adId=34371&adType=41,Fair,49,22000,547738.0,1205.02,695000.0
DW-006555,Kia,Carens,2022,1300000.0,Manual,26000.0,Petrol,Nashik,5,5200.0,50.0,13.2,https://www.cardekho.com/used-car-details/used-Kia-carens-luxury-turbo-2022-2023-cars-Nashik_6e83f35c-7d6c-4a56-868c-749f1e429c3f.htm,Good,32,9000,953480.0,2097.66,1300000.0
DW-005488,Toyota,Yaris,2018,830418.0,Manual,49677.0,Petrol,Patna,9,5520.0,16.72,42.3,https://www.cardekho.com/used-car-details/used-Toyota-yaris-g-bsiv-cars-Patna_170a0f8d-6cce-4e94-a94c-3a640bd7f252.htm,Fair,71,22000,599259.0,1318.37,830418.0
DW-007348,MG,Hector Plus,2021,950000.0,Manual,160000.0,Diesel,Jalgaon,6,26667.0,5.94,-26.9,https://www.cardekho.com/used-car-details/used-Mg-hector-plus-sharp-diesel-mt-cars-Jalgaon_f023674c-b986-49dc-bd11-9b0fa5d131db.htm,Poor,64,45000,697988.0,1535.57,950000.0
DW-002184,Jeep,Compass,2023,1850000.0,Manual,35000.0,Diesel,Chennai,4,8750.0,52.86,89.7,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-model-s-opt-cars-Chennai_5ae37d09-4127-4e81-8937-61399445fb7f.htm,Excellent,81,3000,1447616.0,3184.76,1850000.0
DW-007877,Hyundai,Grand i10,2017,345000.0,Manual,72000.0,CNG,Noida,10,7200.0,4.79,-5.0,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-magna-cng-cars-Noida_db957431-3fa7-4afb-9171-3c0bd57eaacb.htm,Fair,26,22000,245660.0,540.45,345000.0
