listing_id,brand,model,year,price_inr,transmission,mileage_km,fuel_type,city,car_age,mileage_per_year,price_per_km,price_vs_model_median_pct,source_url,condition_grade,days_on_market,recon_cost_est,acquisition_cost,holding_cost_per_day,expected_resale_price
DW-010468,Tata,Harrier,2019,1000000.0,Manual,136000.0,Diesel,Mumbai,8,17000.0,7.35,-21.3,https://www.cardekho.com/used-car-details/used-Tata-harrier-xz-bsiv-cars-Mumbai_98a506ee-a7b5-4827-8a0c-3713d0f93753.htm,Fair,59,22000,733436.0,1613.56,1000000.0
DW-003754,Mercedes-Benz,E-Class,2023,5750000.0,Automatic,20000.0,Petrol,New Delhi,4,5000.0,287.5,88.5,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-exclusive-e-200-bsvi-cars-New-Delhi_c8992547-9bfc-4d5f-9398-aa54f2a5058a.htm,Excellent,77,3000,4511681.0,9925.7,5750000.0
DW-002466,Audi,A4,2023,3100000.0,Automatic,50000.0,Petrol,Pune,4,12500.0,62.0,84.6,https://www.cardekho.com/used-car-details/used-Audi-a4-premium-cars-Pune_0ada0048-f9fb-4387-889d-4f4329979b90.htm?adId=29666&adType=41,Good,83,9000,2193150.0,4824.93,3100000.0
DW-000497,MG,Hector,2019,870000.0,Automatic,70000.0,Petrol,New Delhi,8,8750.0,12.43,-23.8,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-dct-cars-New-Delhi_40310a03-7561-4cb6-947a-8f2019c4a4e6.htm,Good,19,9000,622227.0,1368.9,870000.0
DW-009255,Toyota,Fortuner,2017,2200000.0,Manual,160000.0,Diesel,Pali,10,16000.0,13.75,-10.2,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-2wd-mt-bsiv-cars-Pali_cb90bf39-74bb-4ad0-af2e-b6d526dfcdb4.htm,Fair,64,22000,1540816.0,3389.8,2200000.0
DW-006149,Nissan,Magnite,2021,419000.0,Manual,87404.0,Petrol,Chandigarh,6,14567.0,4.79,-23.8,https://www.cardekho.com/used-car-details/used-Nissan-magnite-turbo-xv-cars-Chandigarh_3d921138-081d-49d9-a05d-14a9844139a6.htm,Good,33,9000,330047.0,726.1,419000.0
DW-006148,Nissan,Magnite,2024,500000.0,Manual,20000.0,Petrol,Ludhiana,3,6667.0,25.0,-9.1,https://www.cardekho.com/used-car-details/used-Nissan-magnite-xl-cars-Ludhiana_c6d0659b-41e6-4d61-a9cd-3caa41f1bc0e.htm,Excellent,18,3000,368604.0,810.93,500000.0
DW-008160,Tata,Nexon,2024,1023535.0,Automatic,25610.0,Petrol,Ghaziabad,3,8537.0,39.97,44.9,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-fearless-plus-a-ps-red-dark-dca-cars-Ghaziabad_3824f3c1-8ef5-47f0-a070-b13fbf63db43.htm,Excellent,69,3000,824591.0,1814.1,1023535.0
DW-001079,Mercedes-Benz,CLA,2019,1500000.0,Automatic,75000.0,Diesel,Mumbai,8,9375.0,20.0,0.0,https://www.cardekho.com/used-car-details/used-Mercedes-benz-cla-200-cdi-sport-cars-Mumbai_bcc807f9-587e-4f16-9762-0002cac4160a.htm?adId=34184&adType=41,Good,52,9000,1055940.0,2323.07,1500000.0
DW-008589,Tata,Safari,2024,2550000.0,Manual,30000.0,Diesel,Chikmagalur,3,10000.0,85.0,70.0,https://www.cardekho.com/used-car-details/used-Tata-safari-accomplished-plus-cars-Chikmagalur_17cfa305-fd90-4b9c-bb66-89ed506bc758.htm,Good,74,9000,2105925.0,4633.04,2550000.0
DW-000399,Honda,Mobilio,2014,350000.0,Manual,65000.0,Diesel,Bhopal,13,5000.0,5.38,-10.3,https://www.cardekho.com/used-cars+in+bhopal?pageNo=1,Fair,25,22000,266865.0,587.1,350000.0
DW-001965,Toyota,Yaris,2021,854048.0,Automatic,82361.0,Petrol,Chennai,6,13727.0,10.37,46.3,https://www.cardekho.com/used-car-details/used-Toyota-yaris-g-cvt-cars-Chennai_a2a56aca-cb1f-44d7-ae06-78aa0967685b.htm,Good,83,9000,600226.0,1320.5,854048.0
DW-008557,Maruti Suzuki,Celerio,2020,471139.0,Automatic,7803.0,Petrol,Mangalore,7,1115.0,60.38,38.6,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-amt-cars-Mangalore_9ffcb5f1-66e0-4276-81de-d6ba86d6f2cb.htm,Good,50,9000,322476.0,709.45,471139.0
DW-001027,Skoda,Kushaq,2022,3420626.0,Manual,76142.0,Petrol,Mumbai,5,15228.0,44.92,234.2,https://www.cardekho.com/used-car-details/used-Skoda-kushaq-15-tsi-monte-carlo-cars-Mumbai_2b7da4f8-c330-4474-9d24-941082e2033e.htm,Fair,92,22000,2401320.0,5282.9,3420626.0
DW-005933,Tata,Harrier,2019,1050000.0,Manual,87000.0,Diesel,Ludhiana,8,10875.0,12.07,-17.3,https://www.cardekho.com/used-car-details/used-Tata-harrier-xz-bsiv-cars-Ludhiana_682bfbda-84a3-4f3a-a840-2e58f28a6f67.htm,Good,32,9000,860447.0,1892.98,1050000.0
DW-003874,Tata,Nexon,2023,802840.0,Manual,27020.0,Petrol,Chandigarh,4,6755.0,29.71,13.6,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-lux-dark-edition-cars-Chandigarh_6c1c8025-3fb9-4678-ae19-463e811ad8a9.htm,Excellent,38,3000,587252.0,1291.95,802840.0
DW-003449,Mercedes-Benz,S-Class,2014,2900000.0,Automatic,70000.0,Diesel,Jaipur,13,5385.0,41.43,-19.4,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-350-cdil-cars-Jaipur_b659f4b6-3a66-4a1f-b64e-1b105913fa3b.htm,Fair,24,22000,2246499.0,4942.3,2900000.0
DW-002518,Jeep,Compass,2021,1419377.0,Automatic,66369.0,Diesel,Pune,6,11062.0,21.39,45.6,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-model-s-opt-4x4-at-cars-Pune_a0cfcd81-c18a-48fc-92af-20cb370fdba2.htm,Good,74,9000,1075314.0,2365.69,1419377.0
DW-003316,Honda,City,2016,470000.0,Manual,75000.0,Petrol,Jaipur,11,6818.0,6.27,-20.3,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-v-cars-Jaipur_0c69c8f6-0403-4792-8e1a-16e1edf3e264.htm?adId=34284&adType=41,Fair,31,22000,363085.0,798.79,470000.0
DW-007927,Toyota,Etios Liva,2017,349317.0,Manual,55771.0,Petrol,Noida,10,5577.0,6.26,20.5,https://www.cardekho.com/buy-used-car-details/used-Toyota-etios-liva-12-v-cars-Noida_82d6bd78-0658-4635-9da2-d78d52ef0371.htm,Fair,51,22000,248139.0,545.91,349317.0
DW-005093,Mercedes-Benz,V-Class,2019,4400000.0,Automatic,91000.0,Diesel,Surat,8,11375.0,48.35,-10.7,https://www.cardekho.com/used-car-details/used-Mercedes-benz-v-class-exclusive-cars-Surat_1700a98f-da2b-40c6-9572-40cef7f1eebb.htm,Good,44,9000,3401436.0,7483.16,4400000.0
DW-008298,Ford,Freestyle,2020,450000.0,Manual,80000.0,Diesel,Ghaziabad,7,11429.0,5.62,1.7,https://www.cardekho.com/used-car-details/used-Ford-freestyle-titanium-plus-diesel-cars-Ghaziabad_1689827d-7879-4d7a-84c6-ea521a68f276.htm,Good,50,9000,372764.0,820.08,450000.0
DW-009477,Ford,Ecosport,2015,464000.0,Manual,43384.0,Petrol,Bangalore,12,3615.0,10.7,0.0,https://www.cardekho.com/used-car-details/used-Ford-ecosport-10-ecoboost-titanium-cars-Bangalore_0c72755f-309b-42a3-a1c7-8cdafa6d5da5.htm,Fair,26,22000,313249.0,689.15,464000.0
DW-001618,Toyota,Fortuner,2022,3800000.0,Automatic,120121.0,Diesel,Hyderabad,5,24024.0,31.63,55.1,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-4x2-diesel-at-bsvi-cars-Hyderabad_ca16cd13-43ef-4982-95a7-ea737414b59e.htm,Poor,104,45000,3088501.0,6794.7,3800000.0
DW-007158,Maruti Suzuki,Vitara Brezza,2016,550000.0,Manual,227000.0,Diesel,Aurangabad,11,20636.0,2.42,-16.3,https://www.cardekho.com/used-car-details/used-Maruti-vitara-brezza-zdi-plus-cars-Aurangabad_2c80847b-2c38-4383-93a1-aed3a7b7042a.htm,Fair,101,22000,367269.0,807.99,550000.0
DW-005358,Ford,Aspire,2016,295000.0,Manual,52000.0,Petrol,Nagpur,11,4727.0,5.67,-18.1,https://www.cardekho.com/used-car-details/used-Ford-aspire-12-ti-vct-trend-cars-Nagpur_311ad592-1db2-4dd1-95a3-762a7ef8ce0b.htm,Fair,14,22000,205636.0,452.4,295000.0
DW-005014,Volkswagen,Polo,2017,333436.0,Manual,79035.0,Petrol,Surat,10,7904.0,4.22,-15.6,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-12-mpi-comfortline-cars-Surat_92b6b0b5-4ef7-415e-bcbb-00ea34567c2c.htm,Fair,21,22000,255736.0,562.62,333436.0
DW-009012,Maruti Suzuki,Celerio,2016,279000.0,Manual,45952.0,Petrol,Ranchi,11,4177.0,6.07,-17.9,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-cars-Ranchi_0349e466-fe03-46b8-9af0-8e9cac524eb3.htm,Fair,8,22000,201139.0,442.51,279000.0
DW-005720,Nissan,Magnite,2021,500000.0,Manual,10000.0,Petrol,Rajgarh,6,1667.0,50.0,-9.1,https://www.cardekho.com/used-car-details/used-Nissan-magnite-xl-bsvi-cars-Rajgarh_1fc59762-fa21-4a6f-ad25-5a1b29ce63d6.htm,Good,12,9000,392391.0,863.26,500000.0
DW-003860,Hyundai,Creta,2016,610000.0,Manual,37000.0,Petrol,Chandigarh,11,3364.0,16.49,-28.2,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-vtvt-sx-plus-cars-Chandigarh_6d30fa47-51a7-4fb5-bfd5-0d852597451b.htm,Fair,7,22000,429094.0,944.01,610000.0
DW-009542,Maruti Suzuki,Dzire,2017,354000.0,Manual,114383.0,Petrol,Gurgaon,10,11438.0,3.09,-42.3,https://www.cardekho.com/used-car-details/used-Maruti-dzire-vxi-cars-Gurgaon_d9bce738-5026-4f69-b5e8-c668cda4e237.htm,Fair,36,22000,248026.0,545.66,354000.0
DW-004619,Mercedes-Benz,GLS,2024,11500000.0,Automatic,9653.0,Diesel,Coimbatore,3,3218.0,1191.34,51.3,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gls-450d-4matic-cars-Coimbatore_08d1e2e7-b0fa-4ad3-bb9d-bb83785590f1.htm,Excellent,67,3000,8679352.0,19094.57,11500000.0
DW-007929,Toyota,Fortuner,2018,2100000.0,Manual,150000.0,Diesel,Noida,9,16667.0,14.0,-14.3,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-2wd-mt-bsiv-cars-Noida_936fa231-13be-49f4-9924-957c90ced746.htm?adId=30264&adType=41,Fair,48,22000,1612255.0,3546.96,2100000.0
DW-008342,Nissan,Kicks,2022,745000.0,Manual,46990.0,Petrol,Ghaziabad,5,9398.0,15.85,33.3,https://www.cardekho.com/buy-used-car-details/used-Nissan-kicks-13-turbo-xv-cars-Ghaziabad_03803bfb-8507-401f-848f-157ec07c85f7.htm,Good,63,9000,564154.0,1241.14,745000.0
DW-010324,Maruti Suzuki,Celerio,2014,295000.0,Automatic,34000.0,Petrol,Mumbai,13,2615.0,8.68,-13.2,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-at-cars-Mumbai_f8673e00-cc80-4d76-81cf-4814d3b6f39f.htm,Fair,27,22000,198965.0,437.72,295000.0
DW-001361,Renault,Captur,2019,544096.0,Manual,55599.0,Petrol,Bangalore,8,6950.0,9.79,8.7,https://www.cardekho.com/used-car-details/used-Renault-captur-platine-dual-tone-petrol-cars-Bangalore_ebb5e237-3cda-4810-8d86-472ac096be9d.htm,Good,37,9000,396799.0,872.96,544096.0
DW-000389,Mahindra,Scorpio,2021,1150000.0,Manual,80000.0,Diesel,Patna,6,13333.0,14.38,18.6,https://www.cardekho.com/used-cars+in+patna?pageNo=1,Good,60,9000,839272.0,1846.4,1150000.0
DW-001624,Toyota,Innova Crysta,2020,2335365.0,Manual,98000.0,Diesel,Hyderabad,7,14000.0,23.83,32.3,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-zx-mt-cars-Hyderabad_c876b3cc-45d3-462d-a13b-1d37a0b0d8e4.htm,Good,76,9000,1753633.0,3857.99,2335365.0
DW-008768,Tata,Nexon,2023,900000.0,Automatic,50000.0,Petrol,Samalkota,4,12500.0,18.0,27.4,https://www.cardekho.com/used-car-details/used-Tata-nexon-xza-plus-amt-cars-Samalkota_b4bfccd9-b55a-4b93-9c65-54e1326af298.htm,Good,52,9000,641242.0,1410.73,900000.0
DW-002626,Toyota,Urban cruiser,2022,789580.0,Automatic,39871.0,Petrol,Kolkata,5,7974.0,19.8,10.1,https://www.cardekho.com/used-car-details/used-Toyota-urban-cruiser-premium-at-cars-Kolkata_ae7fb76f-fbf7-42f3-8708-624fc1b8de71.htm,Good,37,9000,646995.0,1423.39,789580.0
DW-009592,Maruti Suzuki,Ertiga,2026,1075000.0,Manual,4000.0,CNG,Faridabad,1,4000.0,268.75,39.1,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-vxi-cng-cars-Faridabad_7966beb7-6a4b-41cb-82ef-704ed9cb90e9.htm,Excellent,56,3000,846592.0,1862.5,1075000.0
DW-006544,Kia,Seltos,2023,1100000.0,Manual,22886.0,Petrol,Nashik,4,5722.0,48.06,0.0,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-g-cars-Nashik_5e474523-c7db-460b-bba9-78d90525b98d.htm,Excellent,35,3000,789075.0,1735.96,1100000.0
DW-003689,Skoda,Rapid,2015,390000.0,Automatic,182000.0,Diesel,Lucknow,12,15167.0,2.14,-20.4,https://www.cardekho.com/used-car-details/used-Skoda-rapid-15-tdi-at-ambition-cars-Lucknow_43a69eec-45ee-4490-8277-382b5f4fe029.htm?adId=34300&adType=41,Fair,69,22000,291591.0,641.5,390000.0
DW-010404,Hyundai,Grand i10,2018,328748.0,Manual,91748.0,Petrol,Thane,9,10194.0,3.58,-9.4,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Thane_b616b440-bd37-4dab-a877-051bfd266ca8.htm,Fair,56,22000,249924.0,549.83,328748.0
DW-003828,Maruti Suzuki,Baleno,2019,432580.0,Manual,92738.0,Diesel,Chandigarh,8,11592.0,4.66,-12.9,https://www.cardekho.com/used-car-details/used-Maruti-baleno-alpha-diesel-cars-Chandigarh_ea1a00ba-7432-44fa-8249-6b011cc4a7aa.htm,Good,42,9000,309219.0,680.28,432580.0
DW-002992,Kia,Seltos,2023,1435000.0,Automatic,65000.0,Diesel,Ahmedabad,4,16250.0,22.08,30.5,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-plus-diesel-at-cars-Ahmedabad_0bfc605b-1de6-496d-8f36-a6e13cf35810.htm,Fair,76,22000,1014917.0,2232.82,1435000.0
DW-000089,Tata,Nexon,2022,759000.0,Manual,82334.0,Petrol,Chennai,5,16467.0,9.22,7.4,https://www.cardekho.com/used-cars+in+chennai?pageNo=1,Fair,53,22000,510281.0,1122.62,759000.0
DW-000511,Maruti Suzuki,Grand Vitara,2023,1800000.0,Automatic,60000.0,Petrol,Faridabad,4,15000.0,30.0,50.0,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-plus-hybrid-cvt-bsvi-cars-Faridabad_fd44a92d-daa9-4289-840f-21b00b0a0899.htm?adId=34325&adType=41,Fair,80,22000,1250758.0,2751.67,1800000.0
DW-009316,MG,Hector,2020,1100000.0,Manual,105000.0,Diesel,Jodhpur,7,15000.0,10.48,-3.6,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-diesel-mt-cars-Jodhpur_1c9d8a60-d059-4788-8151-f2407770b1be.htm,Fair,56,22000,873771.0,1922.3,1100000.0
DW-004563,Volkswagen,Polo,2021,569640.0,Manual,46731.0,Petrol,Coimbatore,6,7788.0,12.19,44.2,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-10-mpi-trendline-cars-Coimbatore_641323c0-1a51-44fe-86d6-d830e3de022a.htm,Good,88,9000,474099.0,1043.02,569640.0
DW-005968,Hyundai,Grand i10,2014,265000.0,Manual,95976.0,Diesel,Ludhiana,13,7383.0,2.76,-27.0,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-crdi-sportz-cars-Ludhiana_aa1e61c4-a9cf-4484-9f5e-370a5b25604a.htm,Fair,37,22000,165284.0,363.62,265000.0
DW-003066,Ford,Ecosport,2015,380000.0,Manual,109000.0,Diesel,Ahmedabad,12,9083.0,3.49,-18.1,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-tdci-trend-bsiv-cars-Ahmedabad_440d0a92-8d12-4ba0-8ac2-fcc53f61f295.htm?adId=32894&adType=41,Fair,40,22000,286640.0,630.61,380000.0
DW-005552,Renault,Triber,2021,450000.0,Automatic,62000.0,Petrol,Patna,6,10333.0,7.26,-0.6,https://www.cardekho.com/used-car-details/used-Renault-triber-rxl-easy-r-amt-cars-Patna_f0ff06ae-1387-4531-9dfc-0c108ac360bf.htm,Good,45,9000,310851.0,683.87,450000.0
DW-001567,Hyundai,Alcazar,2023,1819000.0,Automatic,90000.0,Diesel,Hyderabad,4,22500.0,20.21,20.9,https://www.cardekho.com/used-car-details/used-Hyundai-alcazar-15-signature-o-7-seater-diesel-at-cars-Hyderabad_55bca123-f31c-4ba3-be8e-1440fb74e203.htm?adId=34228&adType=41,Poor,66,45000,1389863.0,3057.7,1819000.0
DW-007076,Volkswagen,Ameo,2018,460000.0,Manual,130000.0,Diesel,Varanasi,9,14444.0,3.54,18.9,https://www.cardekho.com/used-car-details/used-Volkswagen-ameo-15-tdi-highline-plus-cars-Varanasi_72744d41-e3c5-4614-8876-56cdf7936e7b.htm,Fair,79,22000,352169.0,774.77,460000.0
DW-001886,Tata,Zest,2015,295000.0,Manual,68000.0,Petrol,Chennai,12,5667.0,4.34,0.0,https://www.cardekho.com/used-car-details/used-Tata-zest-revotron-12t-xms-cars-Chennai_19a5fc0a-3146-49af-84f6-e942048fc60b.htm,Fair,48,22000,200395.0,440.87,295000.0
DW-007412,Tata,Nexon,2023,925000.0,Manual,8500.0,Diesel,Amritsar,4,2125.0,108.82,30.9,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-15-revotorq-xz-cars-Amritsar_497434e9-0ea9-477e-af0a-fe27c86afd27.htm,Excellent,43,3000,646017.0,1421.24,925000.0
DW-001577,Hyundai,Aura,2020,492139.0,Automatic,98224.0,Diesel,Hyderabad,7,14032.0,5.01,-14.9,https://www.cardekho.com/buy-used-car-details/used-Hyundai-aura-sx-plus-amt-diesel-cars-Hyderabad_00c77964-b5e2-4a3c-a3ac-7709cb322ce1.htm,Good,44,9000,379435.0,834.76,492139.0
DW-001209,Maruti Suzuki,Brezza,2023,835000.0,Manual,10000.0,Petrol,Bangalore,4,2500.0,83.5,-7.0,https://www.cardekho.com/used-car-details/used-Maruti-brezza-lxi-bsvi-cars-Bangalore_9fe59f4d-ca88-46d6-8df4-599582990a36.htm?adId=33153&adType=41,Excellent,13,3000,705653.0,1552.44,835000.0
DW-004300,Volkswagen,Polo,2017,725000.0,Automatic,107333.0,Petrol,Coimbatore,10,10733.0,6.75,83.5,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-gt-tsi-cars-Coimbatore_4e7b1a91-4369-41d2-b052-d2e82739d9bc.htm,Fair,108,22000,513516.0,1129.74,725000.0
DW-010243,Maruti Suzuki,Wagon R,2021,525000.0,Manual,66394.0,Petrol,Mumbai,6,11066.0,7.91,49.5,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-zxi-12-cars-Mumbai_6b5f13eb-fe39-4380-af5d-313323b2fa35.htm,Good,84,9000,373422.0,821.53,525000.0
DW-007363,Honda,City,2017,650000.0,Manual,90000.0,Diesel,Amritsar,10,9000.0,7.22,10.2,https://www.cardekho.com/used-car-details/used-Honda-city-i-dtec-zx-cars-Amritsar_74ba0458-6791-45c3-862a-67c3a2633ae4.htm,Fair,48,22000,445083.0,979.18,650000.0
DW-002426,BMW,3 Series GT,2019,2999000.0,Automatic,35000.0,Diesel,Pune,8,4375.0,85.69,51.8,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-Pune_c7c67295-3b37-4fbf-9534-5e5fda21cd45.htm,Good,74,9000,2340082.0,5148.18,2999000.0
DW-010430,Tata,Nexon,2023,975000.0,Automatic,10050.0,Petrol,Mumbai,4,2512.0,97.01,38.0,https://www.cardekho.com/used-car-details/used-Tata-nexon-xza-plus-luxs-jet-edition-amt-cars-Mumbai_7fc3eeca-fda4-4f5c-aaf9-f45a7f17e7cc.htm,Excellent,44,3000,766730.0,1686.81,975000.0
DW-004514,Mahindra,XUV700,2024,2350000.0,Manual,35521.0,Diesel,Coimbatore,3,11840.0,66.16,34.3,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7l-7str-diesel-cars-Coimbatore_3f104768-6b30-47be-9be8-5b1d2d417053.htm,Good,48,9000,1915275.0,4213.61,2350000.0
DW-000652,Volkswagen,Tiguan,2017,925000.0,Automatic,125000.0,Diesel,New Delhi,10,12500.0,7.4,-53.6,https://www.cardekho.com/used-car-details/used-Volkswagen-tiguan-20-tdi-highline-cars-New-Delhi_0e6527a9-208d-4862-857a-522ea8354cf8.htm,Fair,41,22000,729989.0,1605.98,925000.0
DW-005827,Honda,Brio,2013,174300.0,Manual,38197.0,Petrol,Vadodara,14,2728.0,4.56,-35.7,https://www.cardekho.com/buy-used-car-details/used-Honda-brio-v-mt-cars-Vadodara_f05f1cb6-27f7-46f4-a135-358eec29906c.htm,Fair,7,22000,123345.0,271.36,174300.0
DW-005647,Mahindra,Bolero,2016,500000.0,Manual,99000.0,Diesel,Bhopal,11,9000.0,5.05,9.9,https://www.cardekho.com/used-car-details/used-Mahindra-bolero-zlx-cars-Bhopal_0d676990-28c8-4255-a820-686afada48f0.htm,Fair,58,22000,388433.0,854.55,500000.0
DW-005769,Hyundai,Grand i10,2017,356835.0,Manual,60795.0,Petrol,Vadodara,10,6080.0,5.87,-1.7,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Vadodara_9c352997-faf7-4493-9c02-692b04c75b72.htm,Fair,43,22000,241020.0,530.24,356835.0
DW-007952,Kia,Seltos,2021,896579.0,Manual,28737.0,Petrol,Noida,6,4790.0,31.2,-18.5,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-a-cars-Noida_2d2f145f-39b0-40ac-8fa9-488b9bd79d75.htm,Good,4,9000,693364.0,1525.4,896579.0
DW-006924,MG,Astor,2022,782914.0,Automatic,80682.0,Petrol,Rajkot,5,16136.0,9.7,-12.4,https://www.cardekho.com/buy-used-car-details/used-Mg-astor-sharp-cvt-bsvi-cars-Rajkot_f562d240-93db-4225-a8ad-6220ff1bbbcd.htm,Fair,35,22000,560967.0,1234.13,782914.0
DW-005577,MG,Hector,2021,1013716.0,Automatic,61025.0,Petrol,Bhopal,6,10171.0,16.61,-11.2,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-cvt-cars-Bhopal_17dd2e41-0dab-4110-97b2-b86790fd35ed.htm,Good,27,9000,750748.0,1651.65,1013716.0
DW-009288,Renault,Duster,2014,309899.0,Manual,160000.0,Diesel,Jodhpur,13,12308.0,1.94,-20.5,https://www.cardekho.com/used-car-details/used-Renault-duster-85ps-diesel-rxl-cars-Jodhpur_b6723a24-b891-4eda-b7a4-a79383301c84.htm,Fair,62,22000,238251.0,524.15,309899.0
DW-004327,Skoda,Octavia,2018,1190000.0,Automatic,197000.0,Diesel,Coimbatore,9,21889.0,6.04,19.0,https://www.cardekho.com/used-car-details/used-Skoda-octavia-20-tdi-at-style-cars-Coimbatore_b6c6da3c-b5c0-4674-a28e-e8d73bd8eb6a.htm,Fair,111,22000,932718.0,2051.98,1190000.0
DW-005033,Renault,Pulse,2014,192420.0,Manual,118525.0,Diesel,Surat,13,9117.0,1.62,-8.4,https://www.cardekho.com/used-car-details/used-Renault-pulse-rxl-cars-Surat_0a3b243f-4fdc-4cee-b28f-a2171989aee0.htm,Fair,50,22000,140824.0,309.81,192420.0
DW-008338,Nissan,Sunny,2018,350000.0,Automatic,90000.0,Petrol,Ghaziabad,9,10000.0,3.89,27.3,https://www.cardekho.com/used-car-details/used-Nissan-sunny-xv-cvt-cars-Ghaziabad_962adf02-5963-45ab-8627-549d87738ca9.htm,Fair,77,22000,244888.0,538.75,350000.0
DW-000417,Tata,Altroz,2022,611000.0,Automatic,31083.0,Petrol,Mumbai,5,6217.0,19.66,6.3,https://www.cardekho.com/used-cars+in+mumbai?pageNo=1,Good,33,9000,467956.0,1029.5,611000.0
DW-003028,Renault,Triber,2019,414610.0,Manual,47824.0,Petrol,Ahmedabad,8,5978.0,8.67,-8.4,https://www.cardekho.com/used-car-details/used-Renault-triber-rxz-cars-Ahmedabad_a0277663-07ba-40bc-9be3-73ee5c57778f.htm,Good,16,9000,311521.0,685.35,414610.0
DW-000622,Kia,Seltos,2025,1445000.0,Automatic,27000.0,Petrol,Faridabad,2,13500.0,53.52,31.4,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-plus-o-ivt-cars-Faridabad_173bf957-7346-4ef0-be8b-f1e3d47e3a04.htm,Good,39,9000,1025754.0,2256.66,1445000.0
DW-007388,Hyundai,Creta,2020,900000.0,Manual,80000.0,Petrol,Amritsar,7,11429.0,11.25,5.9,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-sx-cars-Amritsar_6ef64500-6e83-436a-a611-3ec417b527ee.htm,Good,52,9000,652955.0,1436.5,900000.0
DW-000719,BMW,X1,2024,4250000.0,Automatic,1800.0,Petrol,New Delhi,3,600.0,2361.11,129.7,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive18i-m-sport-cars-New-Delhi_320800ee-4557-4fa8-a940-51cb029db36b.htm,Excellent,62,3000,3308368.0,7278.41,4250000.0
DW-002883,Maruti Suzuki,Celerio,2021,332978.0,Manual,71631.0,Petrol,Ahmedabad,6,11938.0,4.65,-2.1,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-cars-Ahmedabad_8a264ce6-e144-49e0-832f-80e19718ae6a.htm,Good,41,9000,227450.0,500.39,332978.0
DW-004274,Kia,Seltos,2020,1030000.0,Manual,76184.0,Diesel,Coimbatore,7,10883.0,13.52,-6.4,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-plus-d-cars-Coimbatore_70ff5db5-f606-4ba2-9327-263cd7b11482.htm,Good,40,9000,855911.0,1883.0,1030000.0
DW-003129,Audi,A4,2021,2800000.0,Automatic,40000.0,Petrol,Ahmedabad,6,6667.0,70.0,66.8,https://www.cardekho.com/used-car-details/used-Audi-a4-premium-plus-cars-Ahmedabad_73467192-8b6d-4fd5-a583-1f468a6d66c0.htm?adId=29329&adType=41,Good,80,9000,2003014.0,4406.63,2800000.0
DW-002725,Skoda,Slavia,2023,999000.0,Manual,83452.0,Petrol,Kolkata,4,20863.0,11.97,-5.4,https://www.cardekho.com/used-car-details/used-Skoda-slavia-10-tsi-style-cars-Kolkata_5b2dcef0-ebf1-4b11-9b24-b2ff128b3c3a.htm,Fair,50,22000,706967.0,1555.33,999000.0
DW-004206,Tata,Nexon,2020,497736.0,Manual,111295.0,Petrol,Kochi,7,15899.0,4.47,-29.5,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xm-cars-Kochi_d6dfb109-c9d0-4d75-8ac3-cc63614093b0.htm,Fair,29,22000,383554.0,843.82,497736.0
